session_id,device_category,user_region,traffic_source,payment_method_selected,user_tier,primary_product_category,past_purchases_count,items_in_cart,average_item_price,session_duration_secs,pages_viewed,items_added_count,total_cart_value_usd,product_viewed,cart_added,checkout_started,shipping_details_entered,payment_stage_completed,checkout_status,days_to_delivery,delivery_satisfaction_rating,historical_clv,coupon_discount_pct_offered,recovery_email_delay_hours,recovery_email_opened,recovery_email_conversion,basket_items
CIQ-01662,Desktop, Dubai,Instagram Ads,Credit Card,Logged-In Member,Fashion,0,1,83.75,216.4,5,2,83.75,1,1,1,1,1,0,,,174.86,10,24,0,0,Sneakers|Sunglasses
CIQ-01663,MOBILE, Riyadh,Google Shopping,Tabby/Tamara,Guest,Beauty,0,6,49.77,827.8,18,7,298.62,1,1,1,1,1,1,2.1,4.0,140.55,10,1,0,0,Lip Tint|Cleanser|Face Serum|Sunscreen
CIQ-01664,Mobile,Abu Dhabi,Instagram Ads,Tabby/Tamara,Logged-In Member,Beauty,7,5,105.91,359.5,13,6,529.55,1,1,1,1,1,1,1.0,3.0,1016.72,15,1,0,0,Lip Tint|Cleanser|Face Serum|Sunscreen
CIQ-01665,Tablet,Jeddah,Instagram Ads,Apple Pay,Guest,Electronics,4,1,48.9,297.3,9,1,48.9,1,1,1,1,1,1,3.6,4.0,492.54,10,4,0,0,Wireless Earbuds|Bedsheet
CIQ-01666,desktop ,Dubai,TikTok Shop,Tabby/Tamara,Logged-In Member,Fashion,4,2,51.52,228.0,5,2,103.04,1,1,0,0,0,0,,,636.37,10,12,0,1,T-Shirt|Power Bank
CIQ-01667,desktop ,Sharjah,Instagram Ads,Tabby/Tamara,Guest,Electronics,0,2,140.3,222.4,6,2,280.6,1,1,0,0,0,1,2.1,4.0,67.98,0,12,0,0,Smart Watch
CIQ-01668,Mobile,Dubai,Google Shopping,Credit Card,Guest,Beauty,2,2,147.62,372.8,6,2,295.24,1,1,0,0,0,0,,,480.49,15,24,1,0,Sunscreen
CIQ-01669,Mobile, Riyadh,Instagram Ads,Apple Pay,Guest,Fashion,1,2,76.61,124.1,6,2,153.22,1,1,0,0,1,0,,,271.5,10,12,1,1,T-Shirt
CIQ-01670,desktop ,Abu Dhabi,Google Shopping,Credit Card,Guest,Home & Living,1,3,28.92,310.8,13,4,86.76,1,1,1,1,1,1,4.0,5.0,313.09,5,1,0,0,Storage Box|Bedsheet|Wireless Earbuds
CIQ-01671,Mobile,Abu Dhabi,Email,Cash on Delivery,Guest,Electronics,3,3,219.87,358.7,8,4,659.61,1,1,0,0,0,0,,,588.83,10,24,0,0,Phone Case|Wireless Earbuds|Power Bank
CIQ-01672,Desktop,Dubai,Google Shopping,Credit Card,Logged-In Member,Home & Living,3,5,68.52,313.9,14,5,342.6,1,1,0,1,1,0,,,746.22,5,1,1,1,Bedsheet|Desk Lamp|Storage Box|Sneakers
CIQ-01673,MOBILE,Dubai,Google Shopping,Tabby/Tamara,Logged-In Member,Electronics,5,2,417.74,430.4,11,3,835.48,1,1,1,0,0,1,1.2,4.0,,10,24,0,0,Phone Case|Power Bank
CIQ-01674,Mobile,Dubai,Google Shopping,Apple Pay,Logged-In Member,Beauty,3,6,86.03,510.9,17,7,516.18,1,1,1,1,1,1,3.4,5.0,715.48,5,12,0,0,Lip Tint|Cleanser|Sunscreen|Sneakers
CIQ-01675,MOBILE,Jeddah,TikTok Shop,Credit Card,Guest,Fashion,0,4,104.35,574.9,11,4,417.4,1,1,1,1,1,0,,,164.7,10,12,0,0,Sneakers|Handbag
CIQ-01676,Tablet,Abu Dhabi,Direct,Cash on Delivery,Guest,Electronics,2,1,69.35,379.2,8,1,69.35,1,1,1,0,0,1,2.5,5.0,237.59,0,24,0,0,Phone Case
CIQ-01677,MOBILE, Dubai,Direct,Cash on Delivery,Guest,Electronics,1,2,112.76,303.0,8,2,225.52,1,1,0,1,1,0,,,197.18,5,1,0,0,Smart Watch
CIQ-01678,Mobile,Jeddah,Instagram Ads,Apple Pay,Guest,Beauty,3,3,650.0,341.9,9,4,1950.0,1,1,1,1,1,0,,,638.83,10,12,0,0,Cleanser|Lip Tint
CIQ-01679,desktop , Dubai,Google Shopping,Tabby/Tamara,Guest,Electronics,0,6,73.61,746.1,15,7,441.66,1,1,1,0,0,0,,,144.93,15,48,0,0,Wireless Earbuds|Phone Case|Smart Watch|Power Bank|Sneakers
CIQ-01680,Desktop,Abu Dhabi,TikTok Shop,Credit Card,Logged-In Member,Beauty,4,2,237.21,320.5,8,2,474.42,1,1,1,1,1,0,,,716.9,15,1,1,1,Face Serum
CIQ-01681,MOBILE,Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Home & Living,3,1,101.01,258.3,7,1,101.01,1,1,0,0,0,0,,,533.18,0,48,0,0,Scented Candle
CIQ-01682,desktop ,Jeddah,Google Shopping,Apple Pay,Guest,Fashion,4,3,220.33,430.0,12,3,660.99,1,1,0,0,1,1,3.6,4.0,654.93,10,12,0,0,Sunglasses|Sneakers
CIQ-01683,MOBILE,Riyadh,Direct,Cash on Delivery,Logged-In Member,Electronics,2,5,23.55,567.8,13,5,117.75,1,1,1,1,1,0,,,484.28,10,48,1,1,Power Bank|Smart Watch|Wireless Earbuds
CIQ-01684,Mobile,Abu Dhabi,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,2,6,383.88,625.0,17,7,2303.28,1,1,1,0,0,1,2.5,5.0,565.32,10,1,0,0,Smart Watch|Wireless Earbuds|Phone Case|Power Bank
CIQ-01685,Mobile,Jeddah,Google Shopping,Credit Card,Guest,Electronics,2,5,120.97,708.8,14,6,604.85,1,1,1,1,1,0,,,476.3,0,24,0,0,Smart Watch|Wireless Earbuds|Phone Case
CIQ-01686,Mobile, Dubai,TikTok Shop,Credit Card,Logged-In Member,Fashion,7,3,78.04,432.0,10,4,234.12,1,1,1,0,0,1,5.4,3.0,1430.22,10,12,0,0,Handbag|T-Shirt
CIQ-01687,Desktop,Jeddah,Instagram Ads,Cash on Delivery,Guest,Beauty,1,3,181.34,391.4,13,4,544.02,1,1,1,0,0,1,2.7,2.0,215.88,0,4,0,0,Sunscreen|Cleanser
CIQ-01688,Desktop,Riyadh,Google Shopping,Tabby/Tamara,Guest,Fashion,0,7,104.96,459.1,17,7,734.72,1,1,1,1,1,1,2.1,5.0,87.86,5,12,0,0,Sunglasses|Handbag|Sneakers|T-Shirt
CIQ-01689,Desktop,Jeddah,Instagram Ads,Credit Card,Logged-In Member,Electronics,7,1,41.41,309.8,4,1,41.41,1,1,0,1,1,0,,,1085.51,15,48,0,0,Power Bank|Bedsheet
CIQ-01690,Mobile,Dubai,TikTok Shop,Credit Card,Logged-In Member,Beauty,4,5,16.53,528.4,14,6,82.65,1,1,1,1,1,1,3.4,4.0,753.27,0,12,0,0,Face Serum|Cleanser|Sunscreen|Wireless Earbuds
CIQ-01691,MOBILE,Dubai,Google Shopping,Apple Pay,Guest,Fashion,0,3,352.4,465.8,13,4,1057.2,1,1,1,1,1,1,3.7,2.0,42.22,15,1,0,0,Sunglasses|Handbag
CIQ-01692,Tablet, Riyadh,Google Shopping,Tabby/Tamara,Guest,Beauty,2,7,80.6,336.4,16,8,564.2,1,1,1,1,1,1,3.9,3.0,368.47,10,1,0,0,Face Serum|Sunscreen|Cleanser|Lip Tint
CIQ-01693,Mobile,Sharjah,Direct,Cash on Delivery,Logged-In Member,Home & Living,7,8,60.87,898.4,20,9,486.96,1,1,1,0,0,1,4.3,5.0,1233.9,5,1,0,0,Storage Box|Desk Lamp|Bedsheet|Scented Candle|Sneakers
CIQ-01694,MOBILE,Sharjah,Direct,Credit Card,Guest,Fashion,2,7,64.37,461.4,14,8,450.59,1,1,1,1,1,1,2.1,4.0,484.43,10,4,0,0,Sunglasses|T-Shirt|Sneakers|Handbag
CIQ-01695,Desktop,Jeddah,Email,Apple Pay,Logged-In Member,Fashion,4,6,271.62,700.6,14,7,1629.72,1,1,1,1,0,0,,,602.58,5,12,0,1,Sneakers|Sunglasses|Handbag
CIQ-01696,Desktop, Riyadh,Instagram Ads,Cash on Delivery,Logged-In Member,Home & Living,2,5,66.49,594.4,17,6,332.45,1,1,1,1,1,1,1.6,5.0,618.86,15,4,0,0,Scented Candle|Desk Lamp|Bedsheet|Storage Box
CIQ-01697,Mobile,Dubai,Google Shopping,Apple Pay,Guest,Beauty,1,5,150.5,547.6,17,7,752.5,1,1,1,1,1,0,,,,0,48,0,0,Sunscreen|Cleanser|Lip Tint|Scented Candle
CIQ-01698,MOBILE,Abu Dhabi,Direct,Credit Card,Logged-In Member,Beauty,4,4,74.37,547.9,16,4,297.48,1,1,1,1,1,1,3.9,4.0,588.5,15,24,0,0,Face Serum|Lip Tint|Sunscreen|Sunglasses
CIQ-01699,Tablet,Dubai,Direct,Credit Card,Logged-In Member,Beauty,8,6,38.34,447.1,15,6,230.04,1,1,1,0,1,1,2.3,3.0,1679.02,15,12,0,0,Face Serum|Sunscreen|Cleanser|Bedsheet
CIQ-01700,MOBILE,Dubai,Google Shopping,Credit Card,Logged-In Member,Fashion,2,6,181.08,905.0,19,7,1086.48,1,1,1,0,0,1,5.4,4.0,661.28,5,4,0,0,T-Shirt|Sneakers|Sunglasses
CIQ-01701,Tablet,Dubai,Direct,Apple Pay,Guest,Fashion,0,2,209.38,316.8,6,2,418.76,1,1,1,1,1,1,3.2,5.0,,15,12,0,0,Sunglasses
CIQ-01702,Tablet,Riyadh,Google Shopping,Cash on Delivery,Guest,Beauty,0,6,58.03,761.5,16,6,348.18,1,1,1,0,0,1,1.4,4.0,81.69,10,12,0,0,Cleanser|Sunscreen|Face Serum|T-Shirt
CIQ-01703,Mobile,Riyadh,TikTok Shop,Credit Card,Guest,Beauty,2,3,92.09,547.8,11,4,276.27,1,1,1,0,1,1,3.9,4.0,470.79,20,1,0,0,Lip Tint|Face Serum|Storage Box
CIQ-01704,Desktop,Sharjah,TikTok Shop,Cash on Delivery,Logged-In Member,Beauty,3,2,101.48,357.6,11,3,202.96,1,1,1,1,0,0,,,522.89,10,48,0,0,Sunscreen
CIQ-01705,Desktop,Abu Dhabi,Instagram Ads,Apple Pay,Logged-In Member,Fashion,4,6,130.38,543.9,13,7,782.28,1,1,1,1,1,0,,,635.08,5,12,0,0,T-Shirt|Sneakers|Handbag
CIQ-01706,Tablet, Riyadh,Email,Credit Card,Logged-In Member,Home & Living,2,5,391.24,485.3,12,5,1956.2,1,1,1,1,1,1,3.9,4.0,486.7,20,48,0,0,Bedsheet|Scented Candle|Storage Box|Handbag
CIQ-01707,Mobile,Riyadh,Email,Apple Pay,Logged-In Member,Electronics,6,2,74.95,429.8,8,3,149.9,1,1,1,1,1,1,2.2,5.0,1386.03,15,24,0,0,Power Bank
CIQ-01708,Mobile,Riyadh,Google Shopping,Apple Pay,Guest,Electronics,1,6,74.62,441.7,17,7,447.72,1,1,1,1,1,0,,,256.53,15,4,1,1,Power Bank|Phone Case|Smart Watch|Sneakers
CIQ-01709,desktop ,Sharjah,Instagram Ads,Cash on Delivery,Guest,Fashion,1,5,83.41,691.0,14,5,417.05,1,1,1,0,0,1,1.9,2.0,282.26,10,12,0,0,Handbag|Sunglasses|Sneakers
CIQ-01710,Mobile,Riyadh,Direct,Tabby/Tamara,Logged-In Member,Electronics,6,5,48.02,576.3,14,5,240.1,1,1,1,1,1,1,4.1,3.0,1041.7,10,1,0,0,Power Bank|Smart Watch|Phone Case
CIQ-01711,MOBILE,Sharjah,Google Shopping,Tabby/Tamara,Guest,Beauty,1,3,27.39,469.2,8,4,82.17,1,1,1,0,0,0,,,124.91,20,1,1,1,Cleanser|Sunscreen
CIQ-01712,Mobile,Abu Dhabi,Instagram Ads,Credit Card,Logged-In Member,Electronics,5,2,104.2,598.4,12,4,208.4,1,1,1,1,1,1,4.4,3.0,876.54,10,1,0,0,Wireless Earbuds
CIQ-01713,Tablet,Riyadh,Instagram Ads,Credit Card,Guest,Beauty,0,4,138.33,425.6,10,4,553.32,1,1,1,1,1,0,,,,15,4,0,0,Sunscreen|Lip Tint|Sneakers
CIQ-01714,desktop ,Abu Dhabi,Email,Credit Card,Guest,Fashion,1,5,94.8,434.0,15,5,474.0,1,1,1,1,1,1,3.0,5.0,196.86,20,4,0,0,Sunglasses|T-Shirt|Sneakers
CIQ-01715,Mobile,Abu Dhabi,Instagram Ads,Credit Card,Logged-In Member,Electronics,5,2,90.45,347.2,6,2,180.9,1,1,1,1,0,1,1.0,5.0,847.26,15,4,0,0,Smart Watch
CIQ-01716,MOBILE,Dubai,TikTok Shop,Cash on Delivery,Guest,Electronics,0,5,49.55,474.5,12,5,247.75,1,1,1,1,1,1,5.8,4.0,150.07,15,4,0,0,Power Bank|Phone Case|Wireless Earbuds
CIQ-01717,Mobile,Sharjah,Instagram Ads,Tabby/Tamara,Guest,Fashion,2,7,113.49,604.1,19,8,794.43,1,1,1,1,1,0,,,486.59,0,4,1,0,Sunglasses|T-Shirt|Handbag|Sneakers
CIQ-01718,Desktop,Sharjah,Google Shopping,Tabby/Tamara,Logged-In Member,Beauty,7,5,106.94,319.7,12,5,534.7,1,1,1,1,1,0,,,886.59,5,12,1,1,Sunscreen|Cleanser|Lip Tint|Phone Case
CIQ-01719,Desktop, Riyadh,TikTok Shop,Credit Card,Logged-In Member,Fashion,6,6,133.21,418.4,16,6,799.26,1,1,1,0,0,1,4.7,4.0,923.62,15,48,0,0,T-Shirt|Handbag|Sneakers
CIQ-01720,desktop ,Abu Dhabi,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,11,5,119.47,420.8,15,7,597.35,1,1,1,1,1,1,2.6,4.0,2070.36,20,12,0,0,Wireless Earbuds|Phone Case|Smart Watch|Power Bank
CIQ-01721,Mobile,Dubai,Google Shopping,Credit Card,Logged-In Member,Fashion,6,7,125.66,481.9,17,7,879.62,1,1,1,1,1,1,3.2,4.0,1287.23,10,24,0,0,Sneakers|Sunglasses|T-Shirt|Handbag
CIQ-01722,Mobile,Riyadh,Instagram Ads,Cash on Delivery,Logged-In Member,Electronics,5,4,244.58,446.2,12,5,978.32,1,1,1,1,1,1,3.5,4.0,919.21,15,24,0,0,Smart Watch|Phone Case|Power Bank
CIQ-01723,MOBILE,Abu Dhabi,Direct,Credit Card,Guest,Electronics,1,5,142.88,445.3,14,7,714.4,1,1,1,0,0,1,3.6,5.0,240.42,0,12,0,0,Phone Case|Smart Watch|Wireless Earbuds|Power Bank
CIQ-01724,Desktop,Jeddah,Instagram Ads,Tabby/Tamara,Guest,Home & Living,3,4,133.76,408.2,11,5,535.04,1,1,1,1,0,0,,,435.54,0,4,1,1,Storage Box|Desk Lamp
CIQ-01725,Desktop,Dubai,Google Shopping,Tabby/Tamara,Logged-In Member,Electronics,4,8,26.99,939.3,18,8,215.92,1,1,1,1,1,1,2.1,4.0,872.19,0,1,0,0,Smart Watch|Power Bank|Wireless Earbuds|Phone Case|Sunglasses
CIQ-01726,Mobile,Sharjah,Instagram Ads,Credit Card,Guest,Electronics,1,3,202.05,320.5,11,3,606.15,1,1,1,1,1,0,,,258.01,0,1,0,1,Phone Case|Smart Watch
CIQ-01727,Mobile,Sharjah,Google Shopping,Apple Pay,Logged-In Member,Home & Living,3,4,76.37,565.0,13,6,305.48,1,1,1,1,0,1,2.8,5.0,646.54,0,4,0,0,Storage Box|Scented Candle|Cleanser
CIQ-01728,desktop ,Riyadh,Google Shopping,Cash on Delivery,Logged-In Member,Beauty,3,4,100.19,269.0,9,6,400.76,1,1,1,1,1,0,,,793.72,0,48,0,0,Lip Tint|Sunscreen|Handbag
CIQ-01729,Mobile,Dubai,Direct,Tabby/Tamara,Guest,Fashion,1,5,37.85,462.6,12,5,189.25,1,1,1,0,0,1,2.7,5.0,252.23,15,1,0,0,Handbag|Sunglasses|T-Shirt
CIQ-01730,Mobile,Jeddah,Google Shopping,Cash on Delivery,Guest,Beauty,0,2,426.11,638.1,12,3,852.22,1,1,1,1,1,0,,,7.99,10,24,0,0,Sunscreen
CIQ-01731,Tablet,Sharjah,Instagram Ads,Credit Card,Logged-In Member,Home & Living,8,4,15.94,353.1,13,4,63.76,1,1,1,1,1,0,,,1154.34,10,12,1,0,Storage Box|Scented Candle
CIQ-01732,Mobile,Sharjah,Direct,Apple Pay,Guest,Electronics,1,1,276.29,266.5,8,1,276.29,1,1,0,0,1,1,2.3,5.0,313.11,10,12,0,0,Wireless Earbuds|Cleanser
CIQ-01733,MOBILE,Sharjah,TikTok Shop,Credit Card,Guest,Electronics,2,4,128.52,292.8,11,6,514.08,1,1,1,0,1,1,2.4,5.0,335.19,10,1,0,0,Smart Watch|Phone Case|Power Bank
CIQ-01734,Mobile, Dubai,Instagram Ads,Apple Pay,Logged-In Member,Home & Living,6,8,24.0,624.4,21,8,192.0,1,1,1,1,1,1,4.0,5.0,1015.89,0,24,0,0,Scented Candle|Desk Lamp|Bedsheet|Storage Box
CIQ-01735,desktop ,Abu Dhabi,Instagram Ads,Credit Card,Guest,Home & Living,1,6,410.02,392.7,14,6,2460.12,1,1,1,1,1,1,3.4,4.0,212.65,15,1,0,0,Desk Lamp|Storage Box|Bedsheet
CIQ-01736,MOBILE,Dubai,Google Shopping,Apple Pay,Guest,Home & Living,1,5,136.99,462.1,17,6,684.95,1,1,1,1,1,1,3.5,5.0,354.33,0,12,0,0,Storage Box|Desk Lamp|Bedsheet
CIQ-01737,desktop ,Abu Dhabi,Email,Tabby/Tamara,Logged-In Member,Fashion,3,4,17.32,388.6,11,5,69.28,1,1,1,1,1,1,2.3,5.0,602.94,20,1,0,0,Sneakers|Sunglasses
CIQ-01738,Mobile, Riyadh,Google Shopping,Credit Card,Logged-In Member,Home & Living,5,6,69.81,725.4,18,7,418.86,1,1,1,1,1,1,3.2,5.0,981.02,5,24,0,0,Scented Candle|Desk Lamp|Storage Box|Power Bank
CIQ-01739,Desktop,Abu Dhabi,Google Shopping,Cash on Delivery,Guest,Fashion,3,2,139.05,273.2,7,3,278.1,1,1,1,1,0,0,,,661.1,5,12,0,0,Sneakers
CIQ-01740,MOBILE,Dubai,Instagram Ads,Apple Pay,Logged-In Member,Beauty,4,7,324.9,741.5,16,8,2274.3,1,1,1,1,1,1,2.5,4.0,742.05,5,12,0,0,Face Serum|Sunscreen|Cleanser|Lip Tint|Wireless Earbuds
CIQ-01741,Mobile, Dubai,Google Shopping,Credit Card,Logged-In Member,Home & Living,4,4,70.48,453.6,15,5,281.92,1,1,1,1,1,1,3.6,3.0,613.05,0,4,0,0,Bedsheet|Storage Box
CIQ-01742,Mobile,Dubai,Google Shopping,Cash on Delivery,Guest,Electronics,3,2,14.07,246.4,7,4,28.14,1,1,1,1,1,0,,,355.77,5,12,0,0,Power Bank
CIQ-01743,Mobile,Dubai,Google Shopping,Apple Pay,Guest,Electronics,1,4,270.56,433.3,11,5,1082.24,1,1,1,1,1,1,3.1,5.0,174.03,20,1,0,0,Phone Case|Smart Watch
CIQ-01744,Tablet,Sharjah,Direct,Cash on Delivery,Logged-In Member,Beauty,3,3,135.46,411.9,10,4,406.38,1,1,1,1,1,1,2.9,5.0,833.5,0,12,0,0,Face Serum|Sunscreen|Bedsheet
CIQ-01745,MOBILE,Dubai,Direct,Tabby/Tamara,Guest,Home & Living,5,3,18.96,556.2,14,5,56.88,1,1,1,0,0,1,2.0,4.0,703.75,10,4,0,0,Scented Candle|Desk Lamp|Storage Box
CIQ-01746,Desktop,Riyadh,Direct,Cash on Delivery,Logged-In Member,Electronics,3,4,121.12,507.7,12,4,484.48,1,1,1,1,1,1,2.6,2.0,699.35,10,48,0,0,Power Bank|Phone Case
CIQ-01747,MOBILE,Dubai,TikTok Shop,Apple Pay,Logged-In Member,Home & Living,7,5,130.71,616.3,18,6,653.55,1,1,1,0,0,1,2.6,5.0,950.0,15,4,0,0,Scented Candle|Bedsheet|Storage Box
CIQ-01748,Desktop,Dubai,Instagram Ads,Credit Card,Guest,Fashion,0,5,74.9,629.8,14,6,374.5,1,1,1,1,1,1,2.8,4.0,162.89,15,12,0,0,Handbag|T-Shirt|Sunglasses
CIQ-01749,Desktop,Riyadh,Email,Credit Card,Logged-In Member,Fashion,6,4,52.16,364.0,12,6,208.64,1,1,1,1,1,1,1.4,4.0,845.18,0,1,0,0,T-Shirt|Sunglasses
CIQ-01750,Mobile,Dubai,TikTok Shop,Credit Card,Guest,Fashion,2,9,61.01,887.6,19,9,549.09,1,1,1,0,0,0,,,279.5,0,24,0,0,T-Shirt|Sneakers|Sunglasses|Handbag
CIQ-01751,Desktop,Abu Dhabi,TikTok Shop,Tabby/Tamara,Logged-In Member,Home & Living,5,4,74.87,446.4,14,5,299.48,1,1,1,1,1,0,,,1012.37,15,4,1,1,Storage Box|Bedsheet
CIQ-01752,Mobile,Jeddah,TikTok Shop,Tabby/Tamara,Guest,Electronics,3,4,122.17,369.9,10,5,488.68,1,1,1,1,1,1,3.6,3.0,467.1,15,48,0,0,Wireless Earbuds|Smart Watch
CIQ-01753,desktop ,Jeddah,Instagram Ads,Tabby/Tamara,Logged-In Member,Beauty,3,5,166.94,508.4,14,6,834.7,1,1,1,1,1,1,2.8,4.0,710.99,15,4,0,0,Sunscreen|Lip Tint|Cleanser|Power Bank
CIQ-01754,MOBILE,Riyadh,Instagram Ads,Credit Card,Guest,Electronics,1,5,20.16,301.8,11,5,100.8,1,1,1,0,1,0,,,318.81,15,24,1,0,Smart Watch|Phone Case|Power Bank
CIQ-01755,Mobile, Dubai,Instagram Ads,Cash on Delivery,Logged-In Member,Home & Living,8,3,113.78,265.5,9,3,341.34,1,1,1,0,0,1,3.3,5.0,1374.0,15,48,0,0,Scented Candle|Bedsheet|Storage Box|Cleanser
CIQ-01756,Desktop,Sharjah,Google Shopping,Tabby/Tamara,Logged-In Member,Home & Living,6,2,134.47,82.2,7,2,268.94,1,1,0,0,0,1,4.2,5.0,813.17,10,24,0,0,Storage Box
CIQ-01757,Mobile,Jeddah,Instagram Ads,Apple Pay,Guest,Electronics,2,5,106.89,356.9,11,5,534.45,1,1,1,1,1,0,,,397.08,5,4,0,0,Power Bank|Wireless Earbuds|Smart Watch|Storage Box
CIQ-01758,Tablet,Jeddah,Google Shopping,Credit Card,Guest,Fashion,1,1,70.7,240.3,6,1,70.7,1,1,0,1,1,0,,,182.39,15,48,1,1,Sunglasses
CIQ-01759,Tablet,Dubai,Google Shopping,Tabby/Tamara,Logged-In Member,Fashion,7,3,263.03,359.7,8,4,789.09,1,1,0,0,1,0,,,1188.58,10,4,0,0,Sunglasses|Sneakers
CIQ-01760,Tablet,Abu Dhabi,Email,Credit Card,Logged-In Member,Fashion,2,3,249.13,453.3,8,3,747.39,1,1,0,0,1,0,,,559.7,20,12,0,0,Handbag|T-Shirt
CIQ-01761,Mobile,Dubai,Direct,Credit Card,Guest,Home & Living,1,4,72.7,528.0,11,4,290.8,1,1,1,1,1,0,,,235.07,15,24,0,0,Bedsheet|Desk Lamp
CIQ-01762,Mobile,Dubai,Direct,Tabby/Tamara,Guest,Beauty,1,4,89.14,380.5,11,5,356.56,1,1,1,1,0,1,3.2,3.0,186.42,15,4,0,0,Lip Tint|Face Serum
CIQ-01763,Mobile,Riyadh,Instagram Ads,Cash on Delivery,Logged-In Member,Fashion,4,7,164.96,744.6,21,7,1154.72,1,1,1,1,1,0,,,890.85,20,24,0,0,Sneakers|T-Shirt|Handbag|Sunglasses|Sunscreen
CIQ-01764,Mobile,Dubai,Direct,Cash on Delivery,Guest,Beauty,1,6,238.29,678.4,18,8,1429.74,1,1,1,1,0,0,,,203.92,15,12,0,1,Sunscreen|Face Serum|Cleanser
CIQ-01765,Mobile,Abu Dhabi,Email,Cash on Delivery,Logged-In Member,Fashion,4,4,52.61,379.2,10,4,210.44,1,1,1,1,0,1,3.9,3.0,997.37,0,24,0,0,Sneakers|Sunglasses
CIQ-01766,Mobile,Dubai,Direct,Tabby/Tamara,Guest,Electronics,1,4,44.56,491.5,10,5,178.24,1,1,1,1,1,0,,,262.84,10,4,1,1,Power Bank|Phone Case
CIQ-01767,Tablet,Abu Dhabi,Direct,Credit Card,Guest,Electronics,2,2,115.28,421.0,9,2,230.56,1,1,0,0,0,0,,,254.81,10,48,1,0,Wireless Earbuds
CIQ-01768,Mobile,Dubai,Instagram Ads,Apple Pay,Logged-In Member,Fashion,2,3,42.14,360.8,7,5,126.42,1,1,1,1,0,1,4.9,5.0,498.55,10,12,0,0,Handbag|Sunglasses
CIQ-01769,Mobile,Abu Dhabi,Instagram Ads,Credit Card,Guest,Beauty,1,5,23.33,633.6,16,6,116.65,1,1,1,0,0,1,3.4,5.0,253.97,5,12,0,0,Sunscreen|Face Serum|Cleanser
CIQ-01770,desktop ,Dubai,Direct,Credit Card,Logged-In Member,Electronics,3,3,52.42,431.9,13,5,157.26,1,1,1,1,1,1,3.0,3.0,804.08,5,4,0,0,Wireless Earbuds|Phone Case
CIQ-01771,Desktop,Jeddah,Email,Cash on Delivery,Logged-In Member,Beauty,6,4,127.79,312.2,13,5,511.16,1,1,0,0,0,0,,,1107.45,10,1,0,0,Cleanser|Sunscreen
CIQ-01772,MOBILE,Dubai,Instagram Ads,Cash on Delivery,Guest,Electronics,0,4,289.63,619.7,16,5,1158.52,1,1,1,0,1,0,,,15.42,15,4,0,0,Phone Case|Smart Watch|Power Bank
CIQ-01773,Desktop,Sharjah,Instagram Ads,Credit Card,Guest,Beauty,2,8,56.81,610.9,19,8,454.48,1,1,1,1,1,1,2.7,4.0,234.35,5,4,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-01774,desktop ,Dubai,Instagram Ads,Cash on Delivery,Guest,Electronics,2,3,86.53,255.9,7,4,259.59,1,1,1,0,0,1,3.6,4.0,512.88,5,12,0,0,Phone Case|Power Bank
CIQ-01775,Desktop, Dubai,Instagram Ads,Apple Pay,Logged-In Member,Fashion,4,3,105.85,356.5,8,3,317.55,1,1,0,1,1,1,5.5,5.0,882.11,15,24,0,0,Sunglasses|T-Shirt|Storage Box
CIQ-01776,Desktop,Dubai,Email,Apple Pay,Logged-In Member,Electronics,3,4,59.32,561.4,13,5,237.28,1,1,1,1,1,1,3.3,5.0,583.27,15,1,0,0,Power Bank|Smart Watch
CIQ-01777,MOBILE, Dubai,TikTok Shop,Apple Pay,Logged-In Member,Fashion,4,7,56.06,954.8,22,8,392.42,1,1,1,1,1,1,3.8,3.0,735.2,0,48,0,0,Handbag|Sneakers|T-Shirt|Sunglasses
CIQ-01778,Mobile,Dubai,Instagram Ads,Tabby/Tamara,Guest,Electronics,3,5,120.44,635.3,12,6,602.2,1,1,1,1,1,1,2.4,3.0,710.63,0,4,0,0,Wireless Earbuds|Smart Watch|Phone Case|Power Bank
CIQ-01779,Mobile,Abu Dhabi,Instagram Ads,Cash on Delivery,Guest,Fashion,1,6,39.96,606.3,15,6,239.76,1,1,1,1,0,0,,,290.6,10,24,0,0,Sneakers|Handbag|Sunglasses
CIQ-01780,Desktop, Riyadh,Instagram Ads,Cash on Delivery,Guest,Beauty,3,7,54.46,355.8,15,7,381.22,1,1,1,1,1,1,3.3,4.0,500.87,15,24,0,0,Sunscreen|Lip Tint|Cleanser|Face Serum
CIQ-01781,Mobile,Dubai,Google Shopping,Cash on Delivery,Logged-In Member,Electronics,1,2,81.79,237.0,8,3,163.58,1,1,1,1,1,0,,,354.94,5,12,1,0,Power Bank
CIQ-01782,MOBILE,Abu Dhabi,Direct,Cash on Delivery,Guest,Beauty,2,8,119.36,914.0,22,9,954.88,1,1,1,0,1,1,4.5,4.0,401.39,20,12,0,0,Lip Tint|Sunscreen|Cleanser|Face Serum
CIQ-01783,Mobile,Sharjah,TikTok Shop,Credit Card,Guest,Beauty,1,5,31.79,356.9,12,5,158.95,1,1,1,1,1,1,3.1,4.0,207.11,20,1,0,0,Sunscreen|Cleanser|Face Serum|T-Shirt
